Table: Year 1
+--------+------------+-----------------+-----------------+
| S. No. | Department | Register Number | Department code |
| 22910  |    PBA     |    23PBA0012    |       PBA       |
| 22911  |    PBA     |    23PBA0012    |       PBA       |
| 22912  |    PBA     |    23PBA0012    |       PBA       |
| 22913  |    PBA     |    23PBA0013    |       PBA       |
| 22914  |    PBA     |    23PBA0013    |       PBA       |
| 22915  |    PBA     |    23PBA0013    |       PBA       |
| 22916  |    PBA     |    23PBA0014    |       PBA       |
| 22917  |    PBA     |    23PBA0014    |       PBA       |
| 22918  |    PBA     |    23PBA0014    |       PBA       |
| 22919  |    PBA     |    23PBA0015    |       PBA       |
| 22920  |    PBA     |    23PBA0015    |       PBA       |
| 22921  |    PBA     |    23PBA0015    |       PBA       |
| 22922  |    PBA     |    23PBA0016    |       PBA       |
| 22923  |    PBA     |    23PBA0016    |       PBA       |
| 22924  |    PBA     |    23PBA0016    |       PBA       |
| 22925  |    PBA     |    23PBA0017    |       PBA       |
| 22926  |    PBA     |    23PBA0017    |       PBA       |
| 22927  |    PBA     |    23PBA0017    |       PBA       |
| 22928  |    PBA     |    23PBA0018    |       PBA       |
| 22929  |    PBA     |    23PBA0018    |       PBA       |
| 22930  |    PBA     |    23PBA0018    |       PBA       |
| 22931  |    PBA     |    23PBA0019    |       PBA       |
| 22932  |    PBA     |    23PBA0019    |       PBA       |
| 22933  |    PBA     |    23PBA0019    |       PBA       |
| 22934  |    PBA     |    23PBA0020    |       PBA       |
| 22935  |    PBA     |    23PBA0020    |       PBA       |
| 22936  |    PBA     |    23PBA0020    |       PBA       |
| 22937  |    PBA     |    23PBA0021    |       PBA       |
| 22938  |    PBA     |    23PBA0021    |       PBA       |
| 22939  |    PBA     |    23PBA0021    |       PBA       |
| 22940  |    PBA     |    23PBA0022    |       PBA       |
| 22941  |    PBA     |    23PBA0022    |       PBA       |
| 22942  |    PBA     |    23PBA0022    |       PBA       |
| 22943  |    PBA     |    23PBA0023    |       PBA       |
| 22944  |    PBA     |    23PBA0023    |       PBA       |
| 22945  |    PBA     |    23PBA0023    |       PBA       |
| 22946  |    PBA     |    23PBA0024    |       PBA       |
| 22947  |    PBA     |    23PBA0024    |       PBA       |
| 22948  |    PBA     |    23PBA0024    |       PBA       |
| 22949  |    PBA     |    23PBA0025    |       PBA       |
| 22950  |    PBA     |    23PBA0025    |       PBA       |
| 22951  |    PBA     |    23PBA0025    |       PBA       |
| 22952  |    PBA     |    23PBA0026    |       PBA       |
| 22953  |    PBA     |    23PBA0026    |       PBA       |
| 22954  |    PBA     |    23PBA0026    |       PBA       |
| 22955  |    PBA     |    23PBA0027    |       PBA       |
| 22956  |    PBA     |    23PBA0027    |       PBA       |
| 22957  |    PBA     |    23PBA0027    |       PBA       |
| 22958  |    PBA     |    23PBA0028    |       PBA       |
| 22959  |    PBA     |    23PBA0028    |       PBA       |
| 22960  |    PBA     |    23PBA0028    |       PBA       |
| 22961  |    PBA     |    23PBA0029    |       PBA       |
| 22962  |    PBA     |    23PBA0029    |       PBA       |
| 22963  |    PBA     |    23PBA0029    |       PBA       |
| 22964  |    PBA     |    23PBA0030    |       PBA       |
| 22965  |    PBA     |    23PBA0030    |       PBA       |
| 22966  |    PBA     |    23PBA0030    |       PBA       |
| 22967  |    PBA     |    23PBA0031    |       PBA       |
| 22968  |    PBA     |    23PBA0031    |       PBA       |
| 22969  |    PBA     |    23PBA0031    |       PBA       |
| 22970  |    PBA     |    23PBA0032    |       PBA       |
| 22971  |    PBA     |    23PBA0032    |       PBA       |
| 22972  |    PBA     |    23PBA0032    |       PBA       |
| 22973  |    PBA     |    23PBA0033    |       PBA       |
| 22974  |    PBA     |    23PBA0033    |       PBA       |
| 22975  |    PBA     |    23PBA0033    |       PBA       |
| 22976  |    PBA     |    23PBA0034    |       PBA       |
| 22977  |    PBA     |    23PBA0034    |       PBA       |
| 22978  |    PBA     |    23PBA0034    |       PBA       |
| 22979  |    PBA     |    23PBA0035    |       PBA       |
| 22980  |    PBA     |    23PBA0035    |       PBA       |
| 22981  |    PBA     |    23PBA0035    |       PBA       |
| 22982  |    PBA     |    23PBA0036    |       PBA       |
| 22983  |    PBA     |    23PBA0036    |       PBA       |
| 22984  |    PBA     |    23PBA0036    |       PBA       |
| 22985  |    PBA     |    23PBA0037    |       PBA       |
| 22986  |    PBA     |    23PBA0037    |       PBA       |
| 22987  |    PBA     |    23PBA0037    |       PBA       |
| 22988  |    PBA     |    23PBA0038    |       PBA       |
| 22989  |    PBA     |    23PBA0038    |       PBA       |
| 22990  |    PBA     |    23PBA0038    |       PBA       |
| 22991  |    PBA     |    23PBA0039    |       PBA       |
| 22992  |    PBA     |    23PBA0039    |       PBA       |
| 22993  |    PBA     |    23PBA0039    |       PBA       |
| 22994  |    PBA     |    23PBA0040    |       PBA       |
| 22995  |    PBA     |    23PBA0040    |       PBA       |
| 22996  |    PBA     |    23PBA0040    |       PBA       |
| 22997  |    PBA     |    23PBA0041    |       PBA       |
| 22998  |    PBA     |    23PBA0041    |       PBA       |
| 22999  |    PBA     |    23PBA0041    |       PBA       |
| 23000  |    PBA     |    23PBA0042    |       PBA       |
| 23001  |    PBA     |    23PBA0042    |       PBA       |
| 23002  |    PBA     |    23PBA0042    |       PBA       |
| 23003  |    PBA     |    23PBA0043    |       PBA       |
| 23004  |    PBA     |    23PBA0043    |       PBA       |
| 23005  |    PBA     |    23PBA0043    |       PBA       |
| 23006  |    PBA     |    23PBA0044    |       PBA       |
| 23007  |    PBA     |    23PBA0044    |       PBA       |
| 23008  |    PBA     |    23PBA0044    |       PBA       |
| 23009  |    PBA     |    23PBA0045    |       PBA       |
| 23010  |    PBA     |    23PBA0045    |       PBA       |
| 23011  |    PBA     |    23PBA0045    |       PBA       |
| 23012  |    PBA     |    23PBA0046    |       PBA       |
| 23013  |    PBA     |    23PBA0046    |       PBA       |
| 23014  |    PBA     |    23PBA0046    |       PBA       |
| 23015  |    PBA     |    23PBA0047    |       PBA       |
| 23016  |    PBA     |    23PBA0047    |       PBA       |
| 23017  |    PBA     |    23PBA0047    |       PBA       |
| 23018  |    PBA     |    23PBA0048    |       PBA       |
| 23019  |    PBA     |    23PBA0048    |       PBA       |
| 23020  |    PBA     |    23PBA0048    |       PBA       |
| 23021  |    PBA     |    23PBA0049    |       PBA       |
| 23022  |    PBA     |    23PBA0049    |       PBA       |
| 23023  |    PBA     |    23PBA0049    |       PBA       |
| 23024  |    PBA     |    23PBA0050    |       PBA       |
| 23025  |    PBA     |    23PBA0050    |       PBA       |
| 23026  |    PBA     |    23PBA0050    |       PBA       |
| 23027  |    PBA     |    23PBA0051    |       PBA       |
| 23028  |    PBA     |    23PBA0051    |       PBA       |
| 23029  |    PBA     |    23PBA0051    |       PBA       |
| 23030  |    PBA     |    23PBA0052    |       PBA       |
| 23031  |    PBA     |    23PBA0052    |       PBA       |
| 23032  |    PBA     |    23PBA0052    |       PBA       |
| 23033  |    PBA     |    23PBA0053    |       PBA       |
| 23034  |    PBA     |    23PBA0053    |       PBA       |
| 23035  |    PBA     |    23PBA0053    |       PBA       |
| 23036  |    PBA     |    23PBA0054    |       PBA       |
| 23037  |    PBA     |    23PBA0054    |       PBA       |
| 23038  |    PBA     |    23PBA0054    |       PBA       |
| 23039  |    PBA     |    23PBA0055    |       PBA       |
| 23040  |    PBA     |    23PBA0055    |       PBA       |
| 23041  |    PBA     |    23PBA0055    |       PBA       |
| 23042  |    PBA     |    23PBA0056    |       PBA       |
| 23043  |    PBA     |    23PBA0056    |       PBA       |
| 23044  |    PBA     |    23PBA0056    |       PBA       |
| 23045  |    PBA     |    23PBA0057    |       PBA       |
| 23046  |    PBA     |    23PBA0057    |       PBA       |
| 23047  |    PBA     |    23PBA0057    |       PBA       |
| 23048  |    PBA     |    23PBA0058    |       PBA       |
| 23049  |    PBA     |    23PBA0058    |       PBA       |
| 23050  |    PBA     |    23PBA0058    |       PBA       |
| 23051  |    PBA     |    23PBA0059    |       PBA       |
| 23052  |    PBA     |    23PBA0059    |       PBA       |
| 23053  |    PBA     |    23PBA0059    |       PBA       |
| 23054  |    PBA     |    23PBA0060    |       PBA       |
| 23055  |    PBA     |    23PBA0060    |       PBA       |
| 23056  |    PBA     |    23PBA0060    |       PBA       |
| 23057  |    PBA     |    23PBA0061    |       PBA       |
| 23058  |    PBA     |    23PBA0061    |       PBA       |
| 23059  |    PBA     |    23PBA0061    |       PBA       |
| 23060  |    PBA     |    23PBA0062    |       PBA       |
| 23061  |    PBA     |    23PBA0062    |       PBA       |
| 23062  |    PBA     |    23PBA0062    |       PBA       |
| 23063  |    PBA     |    23PBA0063    |       PBA       |
| 23064  |    PBA     |    23PBA0063    |       PBA       |
| 23065  |    PBA     |    23PBA0063    |       PBA       |
| 23066  |    PBA     |    23PBA0064    |       PBA       |
| 23067  |    PBA     |    23PBA0064    |       PBA       |
| 23068  |    PBA     |    23PBA0064    |       PBA       |
| 23069  |    PBA     |    23PBA0065    |       PBA       |
| 23070  |    PBA     |    23PBA0065    |       PBA       |
| 23071  |    PBA     |    23PBA0065    |       PBA       |
| 23072  |    PBA     |    23PBA0066    |       PBA       |
| 23073  |    PBA     |    23PBA0066    |       PBA       |
| 23074  |    PBA     |    23PBA0066    |       PBA       |
| 23075  |    PBA     |    23PBA0067    |       PBA       |
| 23076  |    PBA     |    23PBA0067    |       PBA       |
| 23077  |    PBA     |    23PBA0067    |       PBA       |
| 23078  |    PBA     |    23PBA0068    |       PBA       |
| 23079  |    PBA     |    23PBA0068    |       PBA       |
| 23080  |    PBA     |    23PBA0068    |       PBA       |
| 23081  |    PBA     |    23PBA0069    |       PBA       |
| 23082  |    PBA     |    23PBA0069    |       PBA       |
| 23083  |    PBA     |    23PBA0069    |       PBA       |
| 23084  |    PBA     |    23PBA0101    |       PBA       |
| 23085  |    PBA     |    23PBA0101    |       PBA       |
| 23086  |    PBA     |    23PBA0101    |       PBA       |
| 23087  |    PBA     |    23PBA0102    |       PBA       |
| 23088  |    PBA     |    23PBA0102    |       PBA       |
| 23089  |    PBA     |    23PBA0102    |       PBA       |
| 23090  |    PBA     |    23PBA0103    |       PBA       |
| 23091  |    PBA     |    23PBA0103    |       PBA       |
| 23092  |    PBA     |    23PBA0103    |       PBA       |
| 23093  |    PBA     |    23PBA0104    |       PBA       |
| 23094  |    PBA     |    23PBA0104    |       PBA       |
| 23095  |    PBA     |    23PBA0104    |       PBA       |
| 23096  |    PBA     |    23PBA0105    |       PBA       |
| 23097  |    PBA     |    23PBA0105    |       PBA       |
| 23098  |    PBA     |    23PBA0105    |       PBA       |
| 23099  |    PBA     |    23PBA0106    |       PBA       |
| 23100  |    PBA     |    23PBA0106    |       PBA       |
| 23101  |    PBA     |    23PBA0106    |       PBA       |
| 23102  |    PBA     |    23PBA0107    |       PBA       |
| 23103  |    PBA     |    23PBA0107    |       PBA       |
| 23104  |    PBA     |    23PBA0107    |       PBA       |
| 23105  |    PBA     |    23PBA0108    |       PBA       |
| 23106  |    PBA     |    23PBA0108    |       PBA       |
| 23107  |    PBA     |    23PBA0108    |       PBA       |
| 23108  |    PBA     |    23PBA0109    |       PBA       |
| 23109  |    PBA     |    23PBA0109    |       PBA       |
| 23110  |    PBA     |    23PBA0109    |       PBA       |
| 23111  |    PBA     |    23PBA0110    |       PBA       |
| 23112  |    PBA     |    23PBA0110    |       PBA       |
| 23113  |    PBA     |    23PBA0110    |       PBA       |
| 23114  |    PBA     |    23PBA0111    |       PBA       |
| 23115  |    PBA     |    23PBA0111    |       PBA       |
| 23116  |    PBA     |    23PBA0111    |       PBA       |
| 23117  |    PBA     |    23PBA0112    |       PBA       |
| 23118  |    PBA     |    23PBA0112    |       PBA       |
| 23119  |    PBA     |    23PBA0112    |       PBA       |
| 23120  |    PBA     |    23PBA0113    |       PBA       |
| 23121  |    PBA     |    23PBA0113    |       PBA       |
| 23122  |    PBA     |    23PBA0113    |       PBA       |
| 23123  |    PBA     |    23PBA0114    |       PBA       |
| 23124  |    PBA     |    23PBA0114    |       PBA       |
| 23125  |    PBA     |    23PBA0114    |       PBA       |
| 23126  |    PBA     |    23PBA0115    |       PBA       |
| 23127  |    PBA     |    23PBA0115    |       PBA       |
| 23128  |    PBA     |    23PBA0115    |       PBA       |
| 23129  |    PBA     |    23PBA0116    |       PBA       |
| 23130  |    PBA     |    23PBA0116    |       PBA       |
| 23131  |    PBA     |    23PBA0116    |       PBA       |
| 23132  |    PBA     |    23PBA0117    |       PBA       |
| 23133  |    PBA     |    23PBA0117    |       PBA       |
| 23134  |    PBA     |    23PBA0117    |       PBA       |
| 23135  |    PBA     |    23PBA0118    |       PBA       |
| 23136  |    PBA     |    23PBA0118    |       PBA       |
| 23137  |    PBA     |    23PBA0118    |       PBA       |
| 23138  |    PBA     |    23PBA0119    |       PBA       |
| 23139  |    PBA     |    23PBA0119    |       PBA       |
| 23140  |    PBA     |    23PBA0119    |       PBA       |
| 23141  |    PBA     |    23PBA0120    |       PBA       |
| 23142  |    PBA     |    23PBA0120    |       PBA       |
| 23143  |    PBA     |    23PBA0120    |       PBA       |
| 23144  |    PBA     |    23PBA0121    |       PBA       |
| 23145  |    PBA     |    23PBA0121    |       PBA       |
| 23146  |    PBA     |    23PBA0121    |       PBA       |
| 23147  |    PBA     |    23PBA0122    |       PBA       |
| 23148  |    PBA     |    23PBA0122    |       PBA       |
| 23149  |    PBA     |    23PBA0122    |       PBA       |
